,Random Forest,Decision Tree,Linear Regression,Ridge Regression,Lasso Regression,Elastic Net,Polynomial Regression (Degree 2)
layer_height,0.5678254932949682,0.6158200370019581,443.976296,52.81720768353844,325.5861151176778,2.5522669575638566,87.72310938
nozzle_temperature,0.2989455469541858,0.3158905725706159,5.447623327,1.9897736181999137,3.3686285960038664,0.7423463239372387,180.3665234390847
print_speed,0.051243599,0.011909936482196406,0.24686859456633345,0.10888343399045641,0.22234672901889876,0.096475656,222.16941662674787
infill_density,0.040526392,0.044445415,0.12838847338364462,0.1669948409986337,0.10190341139280268,0.1476593713928617,170.77975467086725
wall_thickness,0.016777070884163737,0.00894226,1.573013629081224,1.3548436822920868,0.7102142627619908,1.5571922207764217,69.25640041726714
material_pla,0.009018445,0,103.94966293583097,30.202884255981232,56.92449882937462,1.5316538682312386,69.25640041726527
fan_speed,0.007129156,0.001898909,1.0904420900603689,0.23535993331550595,0.5850885850375859,0.083409496,59.13643127819383
bed_temperature,0.007066807,0.001085726,0.21808841801150272,0.047071987,0.1558510892052353,0,72.22307076
infill_pattern_honeycomb,0.00146749,7.142890025611478e-06,0.6086337735069652,5.328557844895378,0,1.5820614426597635,52.194562471672086
