run_index,model_fit_index,source_file,case_name,case_group,dataset_role,is_confirmation,rows,rmse_cl,rmse_cd,mae_cl,mae_cd,mean_error_cl,mean_error_cd,cl_true_min,cl_true_max,cl_pred_min,cl_pred_max,cd_true_min,cd_true_max,cd_pred_min,cd_pred_max
5,12,T2_OUTPUT.out,T2,T,confirmation,True,7500,0.18104367269254026,0.01492979218118526,0.14526391832041918,0.012443618771805616,-0.10766490062164645,-0.008271409024055175,0.6279344,1.193464,0.5812445616952097,1.1764112655222607,0.02352827,0.07147041,0.01998638058944553,0.06467250137110452
5,12,T3_OUTPUT.out,T3,T,confirmation,True,7500,0.16763706239732168,0.014870568384119326,0.13398460143223898,0.012301137671485867,-0.12473000577316107,-0.010511296362274596,0.6591474,1.220107,0.9089547198046946,1.1812016199496786,0.02376376,0.07331535,0.03961106290686729,0.06742845673731605
